case_label,variant,model,scenario,fn_cost,fp_cost,retention_rate,threshold,expected_net_value,tp,fp,fn,tn,recall,precision,f1
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.7,-6480.0,1,27,108,1552,0.009174311926605505,0.03571428571428571,0.014598540145985401
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.71,-5400.0,1,24,108,1555,0.009174311926605505,0.04,0.014925373134328358
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.72,-4320.0,1,21,108,1558,0.009174311926605505,0.045454545454545456,0.015267175572519083
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.73,-3600.0,1,19,108,1560,0.009174311926605505,0.05,0.015503875968992248
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.74,-2520.0,1,16,108,1563,0.009174311926605505,0.058823529411764705,0.015873015873015872
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.75,-1800.0,1,14,108,1565,0.009174311926605505,0.06666666666666667,0.016129032258064516
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.76,-1440.0,1,13,108,1566,0.009174311926605505,0.07142857142857142,0.016260162601626018
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.77,-360.0,1,10,108,1569,0.009174311926605505,0.09090909090909091,0.016666666666666666
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.78,360.0,1,8,108,1571,0.009174311926605505,0.1111111111111111,0.01694915254237288
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.79,720.0,1,7,108,1572,0.009174311926605505,0.125,0.017094017094017096
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.8,720.0,1,7,108,1572,0.009174311926605505,0.125,0.017094017094017096
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.81,-2520.0,0,7,109,1572,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.82,-2160.0,0,6,109,1573,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.83,-1440.0,0,4,109,1575,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.84,-1440.0,0,4,109,1575,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.85,-1080.0,0,3,109,1576,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.86,-1080.0,0,3,109,1576,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.87,-1080.0,0,3,109,1576,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.88,-1080.0,0,3,109,1576,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.89,-360.0,0,1,109,1578,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.9,-360.0,0,1,109,1578,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.91,-360.0,0,1,109,1578,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.92,-360.0,0,1,109,1578,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.93,-360.0,0,1,109,1578,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.94,-360.0,0,1,109,1578,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.95,-360.0,0,1,109,1578,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.96,-360.0,0,1,109,1578,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.97,-360.0,0,1,109,1578,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.98,-360.0,0,1,109,1578,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,conservative_campaign_cost,5400.0,360.0,0.6,0.99,-360.0,0,1,109,1578,0.0,0.0,0.0
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.01,-773280.0,108,1560,1,19,0.9908256880733946,0.06474820143884892,0.12155317951603826
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.02,-766080.0,108,1550,1,29,0.9908256880733946,0.06513872135102533,0.12224108658743633
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.03,-761760.0,108,1544,1,35,0.9908256880733946,0.06537530266343826,0.12265758091993186
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.04,-758520.0,107,1535,2,44,0.981651376146789,0.06516443361753958,0.12221587664191891
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.05,-754200.0,107,1529,2,50,0.981651376146789,0.06540342298288508,0.12263610315186246
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.06,-752400.0,106,1522,3,57,0.9724770642201835,0.06511056511056511,0.12204951065054692
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.07,-747720.0,105,1511,4,68,0.963302752293578,0.06497524752475248,0.12173913043478261
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.08,-739800.0,105,1500,4,79,0.963302752293578,0.06542056074766354,0.12252042007001167
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.09,-744840.0,103,1498,6,81,0.944954128440367,0.06433479075577764,0.12046783625730995
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.1,-736200.0,103,1486,6,93,0.944954128440367,0.06482064191315293,0.12131919905771496
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.11,-732600.0,103,1481,6,98,0.944954128440367,0.06502525252525253,0.12167749556999409
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.12,-730440.0,103,1478,6,101,0.944954128440367,0.06514864010120178,0.12189349112426036
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.13,-731520.0,102,1475,7,104,0.9357798165137615,0.06467977171845275,0.12099644128113879
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.14,-724320.0,102,1465,7,114,0.9357798165137615,0.0650925335035099,0.12171837708830549
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.15,-717120.0,102,1455,7,124,0.9357798165137615,0.06551059730250482,0.12244897959183673
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.16,-706320.0,102,1440,7,139,0.9357798165137615,0.06614785992217899,0.12356147789218655
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.17,-695880.0,101,1421,8,158,0.926605504587156,0.06636005256241786,0.12385039852851011
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.18,-682200.0,101,1402,8,177,0.926605504587156,0.06719893546240852,0.12531017369727046
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.19,-660240.0,100,1367,9,212,0.9174311926605505,0.0681663258350375,0.12690355329949238
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.2,-641880.0,97,1328,12,251,0.8899082568807339,0.06807017543859649,0.12646675358539766
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.21,-624600.0,93,1286,16,293,0.8532110091743119,0.0674401740391588,0.125
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.22,-600840.0,93,1253,16,326,0.8532110091743119,0.06909361069836553,0.12783505154639174
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.23,-578160.0,92,1217,17,362,0.8440366972477065,0.07028265851795264,0.12976022566995768
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.24,-551520.0,90,1171,19,408,0.8256880733944955,0.07137192704203013,0.13138686131386862
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.25,-522000.0,90,1130,19,449,0.8256880733944955,0.07377049180327869,0.13544018058690746
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.26,-500040.0,87,1086,22,493,0.7981651376146789,0.0741687979539642,0.1357254290171607
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.27,-482760.0,83,1044,26,535,0.7614678899082569,0.07364685004436557,0.1343042071197411
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.28,-444600.0,83,991,26,588,0.7614678899082569,0.07728119180633147,0.14032121724429417
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.29,-429120.0,80,956,29,623,0.7339449541284404,0.07722007722007722,0.13973799126637554
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.3,-410760.0,75,908,34,671,0.6880733944954128,0.0762970498474059,0.13736263736263737
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.31,-384840.0,73,863,36,716,0.6697247706422018,0.07799145299145299,0.1397129186602871
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.32,-363960.0,69,816,40,763,0.6330275229357798,0.07796610169491526,0.13883299798792756
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.33,-341640.0,65,767,44,812,0.5963302752293578,0.078125,0.1381509032943677
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.34,-310320.0,62,710,47,869,0.5688073394495413,0.08031088082901554,0.14074914869466515
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.35,-289080.0,61,676,48,903,0.5596330275229358,0.08276797829036635,0.14420803782505912
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.36,-276840.0,57,641,52,938,0.5229357798165137,0.08166189111747851,0.1412639405204461
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.37,-252720.0,54,594,55,985,0.4954128440366973,0.08333333333333333,0.142668428005284
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.38,-242280.0,49,557,60,1022,0.44954128440366975,0.08085808580858085,0.13706293706293707
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.39,-223200.0,46,517,63,1062,0.42201834862385323,0.08170515097690942,0.13690476190476192
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.4,-207720.0,41,473,68,1106,0.3761467889908257,0.07976653696498054,0.13162118780096307
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.41,-190800.0,38,436,71,1143,0.3486238532110092,0.08016877637130802,0.13036020583190394
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.42,-166320.0,38,402,71,1177,0.3486238532110092,0.08636363636363636,0.1384335154826958
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.43,-151560.0,37,377,72,1202,0.3394495412844037,0.0893719806763285,0.14149139579349904
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.44,-142200.0,35,355,74,1224,0.3211009174311927,0.08974358974358974,0.1402805611222445
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.45,-125280.0,34,327,75,1252,0.3119266055045872,0.09418282548476455,0.14468085106382977
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.46,-106200.0,33,296,76,1283,0.30275229357798167,0.10030395136778116,0.1506849315068493
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.47,-101520.0,30,276,79,1303,0.27522935779816515,0.09803921568627451,0.14457831325301204
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.48,-91440.0,28,253,81,1326,0.25688073394495414,0.099644128113879,0.14358974358974358
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.49,-85320.0,25,231,84,1348,0.22935779816513763,0.09765625,0.136986301369863
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.5,-80640.0,22,211,87,1368,0.2018348623853211,0.0944206008583691,0.1286549707602339
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.51,-75600.0,20,195,89,1384,0.1834862385321101,0.09302325581395349,0.12345679012345678
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.52,-67320.0,19,179,90,1400,0.1743119266055046,0.09595959595959595,0.1237785016286645
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.53,-66600.0,17,169,92,1410,0.1559633027522936,0.0913978494623656,0.1152542372881356
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.54,-57960.0,15,148,94,1431,0.13761467889908258,0.09202453987730061,0.11029411764705882
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.55,-56520.0,11,128,98,1451,0.10091743119266056,0.07913669064748201,0.08870967741935484
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.56,-49680.0,10,114,99,1465,0.09174311926605505,0.08064516129032258,0.08583690987124463
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.57,-48240.0,8,103,101,1476,0.07339449541284404,0.07207207207207207,0.07272727272727272
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.58,-52560.0,6,100,103,1479,0.05504587155963303,0.05660377358490566,0.05581395348837209
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.59,-47880.0,5,89,104,1490,0.045871559633027525,0.05319148936170213,0.04926108374384237
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.6,-44640.0,4,80,105,1499,0.03669724770642202,0.047619047619047616,0.04145077720207254
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.61,-35280.0,4,67,105,1512,0.03669724770642202,0.056338028169014086,0.044444444444444446
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.62,-28080.0,4,57,105,1522,0.03669724770642202,0.06557377049180328,0.047058823529411764
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.63,-20880.0,4,47,105,1532,0.03669724770642202,0.0784313725490196,0.05
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.64,-17280.0,4,42,105,1537,0.03669724770642202,0.08695652173913043,0.05161290322580645
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.65,-13680.0,4,37,105,1542,0.03669724770642202,0.0975609756097561,0.05333333333333334
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.66,-15480.0,3,35,106,1544,0.027522935779816515,0.07894736842105263,0.04081632653061224
LR_with_zip_recall_constraint,with_billing_zip,LogisticRegression_SMOTE,budget_limited_high_campaign_cost,5400.0,720.0,0.6,0.67,-17280.0,2,33,107,1546,0.01834862385321101,0.05714285714285714,0.027777777777777776
